#goldschmidthappens
Batters
Avail,Player,HR,RBI,R,AB,Salary,SB,BA,Rank,
The League of Extraordinary Tradesmen,Didi Gregorius SS | NYY ,20,70,68,562,3,7,0.276,101
The League of Extraordinary Tradesmen,"Brandon Drury 2B | TOR ",16,53,59,461,1,1,0.282,9999
The League of Extraordinary Tradesmen,Phillip Ervin CF | CIN ,0,0,0,0,3,0,0.000,9999
The League of Extraordinary Tradesmen,"Jarrod Dyson CF | ARI ",1,25,46,299,1,30,0.278,184
,TOTALS,241,830,893,6335,174,109,0.272,
Pitchers
Avail,Player,Salary,ERA,WHIP,INN,K,S,Rank,
The League of Extraordinary Tradesmen,Joey Lucchesi SP | SD ,3,0.00,0.00,0.0,0,0,9999
The League of Extraordinary Tradesmen,Zack Greinke SP | ARI ,15,4.37,1.27,158.7,134,0,204
The League of Extraordinary Tradesmen,Mike Leake SP | SEA ,2,4.69,1.32,176.7,125,0,325
The League of Extraordinary Tradesmen,David Robertson RP | NYY,2,3.46,1.36,62.3,75,37,154
The League of Extraordinary Tradesmen,"Jimmy Nelson SP | MIL ",3,4.62,1.52,179.3,140,0,446
The League of Extraordinary Tradesmen,Kyle Barraclough RP | MIA ,3,2.85,1.22,72.7,113,0,241
The League of Extraordinary Tradesmen,Mike Minor RP | TEX,2,0.00,0.00,0.0,0,0,836
The League of Extraordinary Tradesmen,Wade Davis RP | COL ,16,1.87,1.13,43.3,47,27,205
The League of Extraordinary Tradesmen,Jacob deGrom SP | NYM ,20,3.04,1.20,148.0,143,0,182
The League of Extraordinary Tradesmen,Jon Lester SP | CHC ,16,2.44,1.02,202.7,197,0,20
,TOTALS,82,3.64,1.26,1043.7,974,64,
West Side Strikeouts
Batters
Avail,Player,HR,RBI,R,AB,Salary,SB,BA,Rank,
West Side Strikeouts,Francisco Cervelli C | PIT ,1,33,42,326,2,6,0.264,312
West Side Strikeouts,Mike Moustakas 3B | MIL,7,13,12,104,18,0,0.240,522
West Side Strikeouts,Josh Bell 1B | PIT,3,19,18,128,10,0,0.273,482
West Side Strikeouts,J.T. Realmuto C | MIA ,11,48,60,509,16,12,0.303,124
West Side Strikeouts,Rhys Hoskins LF | PHI ,0,0,0,0,10,0,0.000,9999
West Side Strikeouts,Ronald Acuna CF | ATL,0,0,0,0,18,0,0.000,9999
West Side Strikeouts,Rafael Devers 3B | BOS ,0,0,0,0,10,0,0.000,9999
West Side Strikeouts,Jeff McNeil 3B | NYM,0,0,0,0,2,0,0.000,9999
West Side Strikeouts,Yasiel Puig RF | LAD ,11,45,45,334,8,5,0.264,220
West Side Strikeouts,Marcus Semien SS | OAK ,27,75,72,568,1,10,0.238,95
West Side Strikeouts,Jose Peraza 2B | CIN ,3,25,25,241,10,21,0.324,225
West Side Strikeouts,Starling Marte LF | PIT ,9,46,71,489,27,47,0.311,43
West Side Strikeouts,Juan Soto RF | WAS ,0,0,0,0,13,0,0.000,9999
West Side Strikeouts,Max Muncy RF | LAD ,2,8,13,113,1,0,0.186,698
,TOTALS,74,312,358,2812,146,101,0.275,
Pitchers
Avail,Player,Salary,ERA,WHIP,INN,K,S,Rank,
West Side Strikeouts,Dallas Keuchel SP | HOU ,13,4.55,1.29,168.0,144,0,273
West Side Strikeouts,David Price SP | BOS ,18,3.99,1.20,230.0,228,0,77
West Side Strikeouts,Jose Quintana SP | CHC ,21,3.20,1.16,208.0,181,0,96
West Side Strikeouts,Jeremy Hellickson SP | WAS ,2,3.71,1.15,189.0,154,0,139
West Side Strikeouts,Kenta Maeda SP | LAD,3,3.48,1.14,175.7,179,0,81
West Side Strikeouts,Jake Arrieta SP | PHI ,15,3.10,1.08,197.3,190,0,48
West Side Strikeouts,Luis Castillo SP | CIN,9,0.00,0.00,0.0,0,0,9999
West Side Strikeouts,John Gant RP | STL ,2,4.86,1.50,50.0,49,0,685
West Side Strikeouts,Zack Wheeler SP | NYM,3,0.00,0.00,0.0,0,0,836
West Side Strikeouts,Pat Neshek RP | PHI,2,3.06,0.94,47.0,43,0,394
West Side Strikeouts,Brad Hand RP | CLE,11,2.92,1.11,89.3,111,1,9999
West Side Strikeouts,"Brandon Morrow RP | CHC ",13,1.69,1.38,16.0,8,0,624
West Side Strikeouts,"Brandon McCarthy SP | ATL ",1,4.95,1.38,40.0,44,0,583
,TOTALS,113,3.65,1.18,1410.3,1331,1,
